180 1555569883 5.800000 -1.000000 -101.000000 0.000000 0.000000
180 1555569884 5.800000 -1.000000 -101.000000 0.000000 0.000000
180 1555569885 5.800000 -1.000000 -101.000000 0.000000 0.000000
180 1555569886 5.800000 -1.000000 -101.000000 0.000000 0.000000
180 1555569887 5.800000 -1.000000 -101.000000 0.000000 0.000000
180 1555569888 0.400000 -1.000000 -101.000000 0.000000 0.000000
180 1555569889 0.400000 -1.000000 -101.000000 0.000000 0.000000
180 1555569890 0.400000 -1.000000 -101.000000 0.000000 0.000000
180 1555569953 1.000000 -1.000000 1.000000 1.000000 0.400000
180 1555569952 0.200000 -1.000000 0.200000 0.200000 0.016000
180 1555569951 0.200000 -1.000000 0.200000 0.200000 0.016000
180 1555569950 0.200000 -1.000000 0.200000 0.200000 0.016000
180 1555569949 0.200000 -1.000000 0.200000 0.200000 0.016000
180 1555569948 0.200000 -1.000000 0.200000 0.200000 0.016000
180 1555569947 6.000000 -1.000000 6.000000 6.000000 14.400000
180 1555569946 6.000000 -1.000000 6.000000 6.000000 14.400000
180 1555569945 6.000000 -1.000000 6.000000 6.000000 14.400000
180 1555569944 6.000000 -1.000000 6.000000 6.000000 14.400000
180 1555569943 6.000000 -1.000000 6.000000 6.000000 14.400000
180 1555569942 0.200000 -1.000000 0.200000 0.200000 0.016000
180 1555569941 0.200000 -1.000000 0.200000 0.200000 0.016000
180 1555569940 0.200000 -1.000000 0.200000 0.200000 0.016000
180 1555569939 0.200000 -1.000000 0.200000 0.200000 0.016000
180 1555569938 0.200000 -1.000000 0.200000 0.200000 0.016000
180 1555569937 0.200000 -1.000000 0.200000 0.200000 0.016000
180 1555569936 0.200000 -1.000000 0.200000 0.200000 0.016000
180 1555569935 0.200000 -1.000000 0.200000 0.200000 0.016000
180 1555569934 0.200000 -1.000000 0.200000 0.200000 0.016000
180 1555569933 0.200000 -1.000000 0.200000 0.200000 0.016000
180 1555569932 6.000000 -1.000000 6.000000 6.000000 14.400000
180 1555569931 6.000000 -1.000000 6.000000 6.000000 14.400000
180 1555569930 6.000000 -1.000000 6.000000 6.000000 14.400000
180 1555569929 6.000000 -1.000000 6.000000 6.000000 14.400000
180 1555569928 6.000000 -1.000000 6.000000 6.000000 14.400000
180 1555569927 0.400000 -1.000000 0.400000 0.400000 0.064000
180 1555569926 0.400000 -1.000000 0.400000 0.400000 0.064000
180 1555569925 0.400000 -1.000000 0.400000 0.400000 0.064000
180 1555569924 0.400000 -1.000000 0.400000 0.400000 0.064000
180 1555569923 0.400000 -1.000000 0.400000 0.400000 0.064000
180 1555569917 6.000000 -1.000000 6.000000 6.000000 14.400000
180 1555569916 6.000000 -1.000000 6.000000 6.000000 14.400000
180 1555569915 6.000000 -1.000000 6.000000 6.000000 14.400000
180 1555569914 6.000000 -1.000000 6.000000 6.000000 14.400000
180 1555569913 6.000000 -1.000000 6.000000 6.000000 14.400000
180 1555569907 0.400000 -1.000000 0.400000 0.400000 0.064000
180 1555569906 0.400000 -1.000000 0.400000 0.400000 0.064000
180 1555569905 0.400000 -1.000000 0.400000 0.400000 0.064000
180 1555569904 0.400000 -1.000000 0.400000 0.400000 0.064000
180 1555569903 0.400000 -1.000000 0.400000 0.400000 0.064000
180 1555569902 6.000000 -1.000000 6.000000 6.000000 14.400000
180 1555569901 6.000000 -1.000000 6.000000 6.000000 14.400000
180 1555569900 6.000000 -1.000000 6.000000 6.000000 14.400000
180 1555569899 6.000000 -1.000000 6.000000 6.000000 14.400000
180 1555569898 6.000000 -1.000000 6.000000 6.000000 14.400000
180 1555569897 0.200000 -1.000000 0.200000 0.200000 0.016000
180 1555569896 0.200000 -1.000000 0.200000 0.200000 0.016000
180 1555569895 0.200000 -1.000000 0.200000 0.200000 0.016000
180 1555569894 0.200000 -1.000000 0.200000 0.200000 0.016000
180 1555569893 0.200000 -1.000000 0.200000 0.200000 0.016000
180 1555569892 0.400000 -1.000000 0.400000 0.400000 0.064000
180 1555569891 0.400000 -1.000000 0.400000 0.400000 0.064000
